,Depth,geometry,Row Labels,Seagrass,HC,Rubble,Sand,Turf,AL_fleshy,Soft coral,ShellHash,Sponge,EURR,No Data,Rock,Dead Coral,Other,CCA,Halimeda,Number of,labels,Sharks,Rays,Turtles,Mammals
0,0.7164179104477612,POINT (39.12727894787939 -5.747598870988751),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,1,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
1,0.7164179104477612,POINT (39.13179486961833 -5.747597847259546),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,2,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
2,0.7164179104477612,POINT (39.13631079052489 -5.74759678784139),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,3,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
3,0.7164179104477612,POINT (39.14082671057052 -5.74759569273432),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,4,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
4,0.7164179104477612,POINT (39.14534262972673 -5.747594561938365),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,5,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
5,0.7164179104477612,POINT (39.14985854796498 -5.747593395453563),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,6,0.33333333333333337,0.2857142857142857,0.32432432432432434,0.4
6,0.7164179104477612,POINT (39.15437446525675 -5.74759219327995),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,7,0.33333333333333337,0.2857142857142857,0.32432432432432434,0.4
7,0.7164179104477612,POINT (39.15889038157351 -5.747590955417564),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,8,0.33333333333333337,0.2857142857142857,0.32432432432432434,0.4
8,0.7164179104477612,POINT (39.16340629688676 -5.747589681866444),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,9,0.6666666666666667,0.5714285714285714,0.5405405405405406,0.6000000000000001
9,0.7164179104477612,POINT (39.16792221116796 -5.747588372626626),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,10,0.6666666666666667,0.6428571428571428,0.43243243243243246,0.55
10,0.8955223880597015,POINT (39.17243812438858 -5.747587027698154),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,11,0.6666666666666667,0.7142857142857142,0.43243243243243246,0.6000000000000001
11,0.8955223880597015,POINT (39.17695403652012 -5.747585647081068),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,12,0.6666666666666667,0.7142857142857142,0.5135135135135135,0.775
12,0.9402985074626866,POINT (39.18146994753403 -5.747584230775411),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,13,0.6666666666666667,0.7142857142857142,0.6486486486486487,0.9000000000000001
13,0.9402985074626866,POINT (39.18598585740182 -5.747582778781227),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,14,0.6666666666666667,0.7142857142857142,0.6486486486486487,0.9000000000000001
14,0.9402985074626866,POINT (39.19050176609495 -5.747581291098561),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,15,0.6666666666666667,0.7142857142857142,0.5405405405405406,0.8
15,0.9402985074626866,POINT (39.1950176735849 -5.747579767727458),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,16,0.6666666666666667,0.5714285714285714,0.43243243243243246,0.7
16,1.0,POINT (39.19953357984315 -5.747578208667968),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,17,0.6666666666666667,0.5714285714285714,0.43243243243243246,0.7
17,1.0,POINT (39.20404948484116 -5.747576613920135),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,18,0.20833333333333334,0.3214285714285714,0.24324324324324326,0.425
18,0.7611940298507462,POINT (39.20856538855045 -5.747574983484012),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,19,0.16666666666666669,0.2857142857142857,0.21621621621621623,0.4
19,0.5895522388059702,POINT (39.21308129094245 -5.747573317359646),,0.013888888541666667,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,20,0.08333333333333334,0.14285714285714285,0.10810810810810811,0.15000000000000002
20,0.5895522388059702,POINT (39.21759719198865 -5.747571615547097),,0.013888888541666667,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,21,0.0,0.0,0.0,0.0
21,0.07462686567164178,POINT (39.22211309166057 -5.747569878046408),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,22,0.20833333333333337,0.0,0.10810810810810811,0.1
22,0.13930348258208955,POINT (39.22662898992963 -5.747568104857634),,0.0,0.0,0.43902438997620463,,,,0.0,,,,,,,,,,,23,0.16666666666666669,0.0,0.10810810810810811,0.1
23,0.16417910447761194,POINT (39.23114488676735 -5.747566295980834),,0.0,0.1590909084323347,0.2926829266508031,,,,0.31034482731866825,,,,,,,,,,,24,0.16666666666666669,0.0,0.0,0.0
24,0.10945273631343283,POINT (39.23566078214517 -5.747564451416064),,0.0,0.4545454548553719,0.2682926833729923,,,,0.0,,,,,,,,,,,25,0.33333333333333337,0.14285714285714285,0.10810810810810811,0.1
25,0.3109452735820895,POINT (39.24017667603461 -5.747562571163379),,0.0,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,26,0.16666666666666669,0.25,0.13513513513513514,0.17500000000000002
26,0.3109452735820895,POINT (39.24469256840712 -5.747560655222836),,0.0,0.0,0.024390243277810825,,,,0.0,,,,,,,,,,,27,0.20833333333333334,0.46428571428571425,0.24324324324324326,0.325
27,0.3109452735820895,POINT (39.24920845923419 -5.747558703594497),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,28,0.5000000000000001,0.5714285714285714,0.32432432432432434,0.4
28,0.3109452735820895,POINT (39.2537243484873 -5.747556716278423),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,29,0.33333333333333337,0.42857142857142855,0.37837837837837845,0.35000000000000003
29,0.3258706467164179,POINT (39.25824023613792 -5.747554693274673),,0.0,0.0,0.12195122004759072,,,,0.0,,,,,,,,,,,30,0.33333333333333337,0.42857142857142855,0.32432432432432434,0.30000000000000004
30,0.3258706467164179,POINT (39.26275612215752 -5.747552634583309),,0.0,0.0,0.12195122004759072,,,,0.0,,,,,,,,,,,31,0.33333333333333337,0.3214285714285714,0.24324324324324326,0.22500000000000003
31,0.2462686567164179,POINT (39.2672720065176 -5.747550540204399),,0.0,0.0,0.04878048838488995,,,,0.0,,,,,,,,,,,32,0.16666666666666669,0.2857142857142857,0.21621621621621623,0.2
32,0.2462686567164179,POINT (39.27178788918963 -5.747548410138005),,0.0,0.0,0.04878048838488995,,,,0.0,,,,,,,,,,,33,0.33333333333333337,0.17857142857142858,0.24324324324324326,0.22500000000000003
33,0.2462686567164179,POINT (39.27630377014508 -5.747546244384194),,0.0,0.0,0.48780487836109465,,,,0.0,,,,,,,,,,,34,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
34,0.10945273631343283,POINT (39.28081964935544 -5.74754404294303),,0.0,0.09090909028925619,0.5121951216389055,,,,0.724137930410226,,,,,,,,,,,35,0.33333333333333337,0.14285714285714285,0.24324324324324326,0.25000000000000006
35,0.05970149253731343,POINT (39.2853355267922 -5.747541805814587),,0.6388888885416667,0.0,0.0,,,,0.03448275772889417,,,,,,,,,,,36,0.16666666666666669,0.03571428571428571,0.21621621621621626,0.20000000000000004
36,0.7164179104477612,POINT (39.12727995254555 -5.752122068323217),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,37,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
37,0.7164179104477612,POINT (39.13179590993031 -5.752121043782767),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,38,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
38,0.7164179104477612,POINT (39.13631186648265 -5.752119983525087),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,39,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
39,0.7164179104477612,POINT (39.14082782217404 -5.752118887550209),,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,40,0.33333333333333337,0.14285714285714285,0.21621621621621623,0.30000000000000004
