"planning_unit","number"
1005,0
1004,0
1003,0
1002,1
1001,0
1000,0
999,0
998,0
997,0
996,0
995,0
994,0
993,0
992,0
991,0
990,0
989,0
988,0
987,0
986,0
985,0
984,0
983,0
982,0
981,0
980,0
979,0
978,0
977,0
976,0
975,0
974,0
973,0
972,0
971,0
970,0
969,0
968,0
967,0
966,0
965,0
964,0
963,0
962,0
961,0
960,0
959,0
958,0
957,0
956,0
955,0
954,0
953,0
952,0
951,0
950,0
949,0
948,0
947,0
946,0
945,0
944,0
943,0
942,0
941,0
940,0
939,0
938,0
937,0
936,0
935,0
934,0
933,0
932,0
931,0
930,0
929,74
928,45
927,0
926,0
925,0
924,0
923,0
922,0
921,0
920,0
919,0
918,3
917,0
916,0
915,0
914,0
913,0
912,0
911,0
910,0
909,0
908,0
907,0
906,0
905,0
904,0
903,0
902,0
901,0
900,0
899,0
898,17
897,17
896,31
895,1
894,0
893,0
892,0
891,0
890,0
889,0
888,0
887,0
886,0
885,1
884,0
883,0
882,0
881,0
880,0
879,0
878,0
877,0
876,0
875,0
874,0
873,0
872,0
871,0
870,0
869,0
868,0
867,0
866,0
865,72
864,0
863,0
862,0
861,0
860,0
859,0
858,0
857,0
856,0
855,0
854,0
853,0
852,0
851,0
850,0
849,0
848,0
847,0
846,0
845,0
844,0
843,0
842,0
841,0
840,0
839,0
838,0
837,0
836,0
835,0
834,0
833,0
832,93
831,87
830,0
829,0
828,0
827,0
826,0
825,0
824,0
823,0
822,0
821,0
820,0
819,0
818,0
817,0
816,0
815,0
814,0
813,0
812,0
811,0
810,0
809,0
808,0
807,0
806,0
805,0
804,0
803,0
802,0
801,0
800,0
799,0
798,0
797,0
796,0
795,0
794,95
793,15
792,0
791,0
790,0
789,0
788,0
787,0
786,0
785,0
784,0
783,0
782,0
781,0
780,0
779,0
778,0
777,0
776,0
775,0
774,0
773,0
772,0
771,0
770,0
769,0
768,0
767,0
766,0
765,3
764,0
763,0
762,0
761,0
760,0
759,0
758,0
757,0
756,0
755,0
754,0
753,0
752,0
751,0
750,0
749,0
748,0
747,0
746,1
745,0
744,0
743,0
742,0
741,0
740,0
739,0
738,0
737,0
736,0
735,0
734,0
733,0
732,0
731,0
730,0
729,0
728,0
727,0
726,0
725,0
724,0
723,0
722,0
721,0
720,0
719,0
718,0
717,64
716,0
715,0
714,0
713,0
712,0
