PUID,SOLUTION
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,0
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,0
24,0
25,0
26,0
28,1
29,1
30,1
31,1
32,1
33,1
34,0
35,0
36,0
37,0
38,1
39,1
40,1
41,1
42,1
43,1
44,0
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,1
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
74,0
75,0
76,0
78,0
81,0
82,0
83,0
84,0
85,0
86,0
89,0
91,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,1
106,1
107,1
108,1
109,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,0
120,0
121,0
123,0
124,0
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
140,0
143,1
152,0
153,0
155,0
156,0
157,1
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,0
173,0
174,0
175,0
176,0
177,0
179,0
181,0
182,0
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,0
192,0
194,0
195,0
198,0
199,0
200,0
201,0
203,0
204,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
